subj_id,model,promptstyle,symb_num,prob_type,prob_ind,correct_answer,response,correct,total
0125,0125,12,num,three_rule_comb7,92.0,[6 6 4],6 9 4,0,1.0
0125,0125,12,num,three_rule_comb7,93.0,[6 9 6],6 3 7,0,1.0
0125,0125,12,num,three_rule_comb7,94.0,[1 3 5],1 3 5,1,1.0
0125,0125,12,num,three_rule_comb7,95.0,[1 5 2],1 8 2,0,1.0
0125,0125,12,num,three_rule_comb7,96.0,[2 4 6],2 4 3,0,1.0
0125,0125,12,num,three_rule_comb7,97.0,[0 3 0],0 6 0,0,1.0
0125,0125,12,num,three_rule_comb7,98.0,[8 3 0],8 3 6,0,1.0
0125,0125,12,num,three_rule_comb7,99.0,[8 9 3],7 5 3,0,1.0
0125,0125,12,num,three_rule_comb8,0.0,[8 1 2],8 1 2,1,1.0
0125,0125,12,num,three_rule_comb8,1.0,[5 5 5],5 5 3],0,1.0
0125,0125,12,num,three_rule_comb8,2.0,[3 0 8],3 6 2,0,1.0
0125,0125,12,num,three_rule_comb8,3.0,[7 5 9],7 5 4,0,1.0
0125,0125,12,num,three_rule_comb8,4.0,[9 4 8],9 4 8,1,1.0
0125,0125,12,num,three_rule_comb8,5.0,[5 3 8],5 3 8,1,1.0
0125,0125,12,num,three_rule_comb8,6.0,[4 6 1],4 6 2,0,1.0
0125,0125,12,num,three_rule_comb8,7.0,[8 3 0],8 2 0,0,1.0
0125,0125,12,num,three_rule_comb8,8.0,[7 0 6],5 3 4,0,1.0
0125,0125,12,num,three_rule_comb8,9.0,[0 7 0],0 7 1,0,1.0
0125,0125,12,num,three_rule_comb8,10.0,[3 5 6],3 5 6],1,1.0
0125,0125,12,num,three_rule_comb8,11.0,[0 4 5],0 3 5,0,1.0
0125,0125,12,num,three_rule_comb8,12.0,[6 6 4],6 3 4,0,1.0
0125,0125,12,num,three_rule_comb8,13.0,[1 9 8],1 9 5,0,1.0
0125,0125,12,num,three_rule_comb8,14.0,[0 7 1],0 4 4,0,1.0
0125,0125,12,num,three_rule_comb8,15.0,[3 8 3],3 8 3,1,1.0
0125,0125,12,num,three_rule_comb8,16.0,[4 6 7],4 4 7,0,1.0
0125,0125,12,num,three_rule_comb8,17.0,[2 8 4],2 4 8,0,1.0
0125,0125,12,num,three_rule_comb8,18.0,[1 5 5],1 5 5,1,1.0
0125,0125,12,num,three_rule_comb8,19.0,[0 7 5],0 7 5,1,1.0
0125,0125,12,num,three_rule_comb8,20.0,[4 1 9],4 4 9,0,1.0
0125,0125,12,num,three_rule_comb8,21.0,[0 9 4],0 9 2,0,1.0
0125,0125,12,num,three_rule_comb8,22.0,[8 4 2],8 4 2,1,1.0
0125,0125,12,num,three_rule_comb8,23.0,[9 4 8],9 5 8,0,1.0
0125,0125,12,num,three_rule_comb8,24.0,[5 3 0],5 3 2,0,1.0
0125,0125,12,num,three_rule_comb8,25.0,[0 5 8],0 8 8,0,1.0
0125,0125,12,num,three_rule_comb8,26.0,[8 8 5],8 3 5,0,1.0
0125,0125,12,num,three_rule_comb8,27.0,[0 5 8],0 5 27,0,1.0
0125,0125,12,num,three_rule_comb8,28.0,[4 5 3],4 3 3,0,1.0
0125,0125,12,num,three_rule_comb8,29.0,[4 5 6],6 5 6,0,1.0
0125,0125,12,num,three_rule_comb8,30.0,[6 6 0],6 2 0,0,1.0
0125,0125,12,num,three_rule_comb8,31.0,[7 5 7],7 5 7,1,1.0
0125,0125,12,num,three_rule_comb8,32.0,[4 0 8],4 6 8,0,1.0
0125,0125,12,num,three_rule_comb8,33.0,[3 0 2],3 7 2,0,1.0
0125,0125,12,num,three_rule_comb8,34.0,[6 8 5],6 8 5,1,1.0
0125,0125,12,num,three_rule_comb8,35.0,[9 0 9],9 3 9,0,1.0
0125,0125,12,num,three_rule_comb8,36.0,[7 4 6],7 4 6,1,1.0
0125,0125,12,num,three_rule_comb8,37.0,[7 3 8],7 3 8,1,1.0
0125,0125,12,num,three_rule_comb8,38.0,[5 0 1],4 1 2,0,1.0
0125,0125,12,num,three_rule_comb8,39.0,[9 5 0],9 6 0,0,1.0
0125,0125,12,num,three_rule_comb8,40.0,[4 7 1],4 1 1,0,1.0
0125,0125,12,num,three_rule_comb8,41.0,[1 6 7],1 3 7,0,1.0
0125,0125,12,num,three_rule_comb8,42.0,[4 2 5],1 2 5,0,1.0
0125,0125,12,num,three_rule_comb8,43.0,[6 1 3],6 1 3,1,1.0
0125,0125,12,num,three_rule_comb8,44.0,[0 9 0],0 9 7,0,1.0
0125,0125,12,num,three_rule_comb8,45.0,[5 8 4],5 9 4,0,1.0
0125,0125,12,num,three_rule_comb8,46.0,[9 8 0],9 1 0,0,1.0
0125,0125,12,num,three_rule_comb8,47.0,[3 0 2],3 0 2,1,1.0
0125,0125,12,num,three_rule_comb8,48.0,[5 1 3],5 1 7,0,1.0
0125,0125,12,num,three_rule_comb8,49.0,[8 9 5],8 9 6,0,1.0
0125,0125,12,num,three_rule_comb8,50.0,[2 9 0],4 9 0,0,1.0
0125,0125,12,num,three_rule_comb8,51.0,[1 1 1],3 1 1,0,1.0
0125,0125,12,num,three_rule_comb8,52.0,[6 4 5],6 4 5,1,1.0
0125,0125,12,num,three_rule_comb8,53.0,[3 5 7],3 5 11,0,1.0
0125,0125,12,num,three_rule_comb8,54.0,[7 5 2],7 5 5,0,1.0
0125,0125,12,num,three_rule_comb8,55.0,[1 6 3],1 6 5,0,1.0
0125,0125,12,num,three_rule_comb8,56.0,[0 9 1],0 2 1,0,1.0
0125,0125,12,num,three_rule_comb8,57.0,[5 3 1],5 2 1,0,1.0
0125,0125,12,num,three_rule_comb8,58.0,[6 2 1],3 2 1,0,1.0
0125,0125,12,num,three_rule_comb8,59.0,[5 5 0],5 2 0,0,1.0
0125,0125,12,num,three_rule_comb8,60.0,[1 9 9],1 9 4,0,1.0
0125,0125,12,num,three_rule_comb8,61.0,[8 8 1],8 1 1,0,1.0
0125,0125,12,num,three_rule_comb8,62.0,[9 4 2],9 4 2],1,1.0
0125,0125,12,num,three_rule_comb8,63.0,[1 9 0],1 9 0,1,1.0
0125,0125,12,num,three_rule_comb8,64.0,[5 9 5],5 9 5],1,1.0
0125,0125,12,num,three_rule_comb8,65.0,[8 0 5],8 0 2,0,1.0
0125,0125,12,num,three_rule_comb8,66.0,[5 6 8],5 5 8,0,1.0
0125,0125,12,num,three_rule_comb8,67.0,[0 5 8],0 5 8,1,1.0
0125,0125,12,num,three_rule_comb8,68.0,[8 5 7],8 9 4,0,1.0
0125,0125,12,num,three_rule_comb8,69.0,[1 8 9],1 2 3,0,1.0
0125,0125,12,num,three_rule_comb8,70.0,[5 2 9],5 3 9,0,1.0
0125,0125,12,num,three_rule_comb8,71.0,[5 4 2],5 3 2,0,1.0
0125,0125,12,num,three_rule_comb8,72.0,[8 9 0],8 9 0,1,1.0
0125,0125,12,num,three_rule_comb8,73.0,[0 3 4],0 6 4,0,1.0
0125,0125,12,num,three_rule_comb8,74.0,[0 5 1],0 5 1,1,1.0
0125,0125,12,num,three_rule_comb8,75.0,[4 5 6],4 5 0,0,1.0
0125,0125,12,num,three_rule_comb8,76.0,[9 3 2],9 9 2,0,1.0
0125,0125,12,num,three_rule_comb8,77.0,[0 7 4],1 7 4,0,1.0
0125,0125,12,num,three_rule_comb8,78.0,[8 1 7],8 1 0,0,1.0
0125,0125,12,num,three_rule_comb8,79.0,[1 9 7],1 9 5,0,1.0
0125,0125,12,num,three_rule_comb8,80.0,[0 1 8],0 3 8,0,1.0
0125,0125,12,num,three_rule_comb8,81.0,[9 2 0],9 7 0,0,1.0
0125,0125,12,num,three_rule_comb8,82.0,[8 8 1],5 8 1,0,1.0
0125,0125,12,num,three_rule_comb8,83.0,[2 1 8],1 1 8,0,1.0
0125,0125,12,num,three_rule_comb8,84.0,[3 9 0],3 9 0,1,1.0
0125,0125,12,num,three_rule_comb8,85.0,[3 5 8],3 5 5,0,1.0
0125,0125,12,num,three_rule_comb8,86.0,[6 1 4],8 1 4,0,1.0
0125,0125,12,num,three_rule_comb8,87.0,[5 0 2],5 1 2,0,1.0
0125,0125,12,num,three_rule_comb8,88.0,[8 1 0],2 1 0,0,1.0
0125,0125,12,num,three_rule_comb8,89.0,[4 9 8],4 8 8,0,1.0
0125,0125,12,num,three_rule_comb8,90.0,[5 0 2],8 0 2,0,1.0
0125,0125,12,num,three_rule_comb8,91.0,[0 3 2],0 3 2,1,1.0
0125,0125,12,num,three_rule_comb8,92.0,[8 8 6],8 8 6,1,1.0
0125,0125,12,num,three_rule_comb8,93.0,[1 0 2],1 0 5,0,1.0
0125,0125,12,num,three_rule_comb8,94.0,[8 8 7],8 7 7,0,1.0
0125,0125,12,num,three_rule_comb8,95.0,[6 5 4],6 5 4,1,1.0
0125,0125,12,num,three_rule_comb8,96.0,[9 9 3],9 9 3,1,1.0
0125,0125,12,num,three_rule_comb8,97.0,[0 8 5],0 8 9,0,1.0
0125,0125,12,num,three_rule_comb8,98.0,[5 0 3],1 1 3,0,1.0
0125,0125,12,num,three_rule_comb8,99.0,[8 1 0],8 1 4,0,1.0
0125,0125,12,num,three_rule_comb9,0.0,[5 7 3],5 7 3,1,1.0
0125,0125,12,num,three_rule_comb9,1.0,[8 9 0],8 9 0,1,1.0
0125,0125,12,num,three_rule_comb9,2.0,[6 7 2],6 7 2,1,1.0
0125,0125,12,num,three_rule_comb9,3.0,[5 8 6],5 8 6,1,1.0
0125,0125,12,num,three_rule_comb9,4.0,[5 6 2],5 6 2,1,1.0
0125,0125,12,num,three_rule_comb9,5.0,[7 8 4],7 8 4,1,1.0
0125,0125,12,num,three_rule_comb9,6.0,[0 1 5],0 1 5,1,1.0
0125,0125,12,num,three_rule_comb9,7.0,[9 1 0],9 1 0,1,1.0
0125,0125,12,num,three_rule_comb9,8.0,[8 0 3],8 0 3,1,1.0
0125,0125,12,num,three_rule_comb9,9.0,[0 5 8],0 5 8,1,1.0
0125,0125,12,num,three_rule_comb9,10.0,[0 8 1],0 8 1,1,1.0
0125,0125,12,num,three_rule_comb9,11.0,[0 1 1],0 1 1,1,1.0
0125,0125,12,num,three_rule_comb9,12.0,[9 1 6],9 1 6,1,1.0
0125,0125,12,num,three_rule_comb9,13.0,[4 8 1],4 8 1,1,1.0
0125,0125,12,num,three_rule_comb9,14.0,[2 5 0],2 5 0,1,1.0
0125,0125,12,num,three_rule_comb9,15.0,[8 1 5],8 1 5,1,1.0
0125,0125,12,num,three_rule_comb9,16.0,[6 0 8],6 0 8,1,1.0
0125,0125,12,num,three_rule_comb9,17.0,[5 2 4],5 2 4,1,1.0
0125,0125,12,num,three_rule_comb9,18.0,[4 6 9],4 6 9,1,1.0
0125,0125,12,num,three_rule_comb9,19.0,[2 8 0],2 8 0,1,1.0
0125,0125,12,num,three_rule_comb9,20.0,[0 8 7],0 8 7,1,1.0
0125,0125,12,num,three_rule_comb9,21.0,[1 2 9],1 2 9,1,1.0
0125,0125,12,num,three_rule_comb9,22.0,[5 8 2],5 8 2,1,1.0
0125,0125,12,num,three_rule_comb9,23.0,[6 1 2],6 1 2,1,1.0
0125,0125,12,num,three_rule_comb9,24.0,[4 9 0],4 9 0,1,1.0
0125,0125,12,num,three_rule_comb9,25.0,[2 9 8],2 9 8,1,1.0
0125,0125,12,num,three_rule_comb9,26.0,[0 9 1],0 9 1,1,1.0
0125,0125,12,num,three_rule_comb9,27.0,[0 1 5],0 1 5,1,1.0
0125,0125,12,num,three_rule_comb9,28.0,[8 1 0],8 1 0,1,1.0
0125,0125,12,num,three_rule_comb9,29.0,[8 6 4],8 6 4,1,1.0
0125,0125,12,num,three_rule_comb9,30.0,[5 8 8],5 8 8,1,1.0
0125,0125,12,num,three_rule_comb9,31.0,[8 7 1],8 7 1,1,1.0
0125,0125,12,num,three_rule_comb9,32.0,[0 4 5],0 4 5,1,1.0
0125,0125,12,num,three_rule_comb9,33.0,[7 5 9],7 5 9,1,1.0
0125,0125,12,num,three_rule_comb9,34.0,[9 4 2],9 4 2,1,1.0
0125,0125,12,num,three_rule_comb9,35.0,[6 4 0],6 4 0,1,1.0
0125,0125,12,num,three_rule_comb9,36.0,[9 0 4],9 0 4,1,1.0
0125,0125,12,num,three_rule_comb9,37.0,[8 9 3],8 9 3,1,1.0
0125,0125,12,num,three_rule_comb9,38.0,[7 0 0],7 0 0,1,1.0
0125,0125,12,num,three_rule_comb9,39.0,[3 9 4],3 9 4,1,1.0
0125,0125,12,num,three_rule_comb9,40.0,[8 6 9],8 6 9,1,1.0
0125,0125,12,num,three_rule_comb9,41.0,[8 1 4],8 1 4,1,1.0
0125,0125,12,num,three_rule_comb9,42.0,[7 2 9],7 2 9,1,1.0
0125,0125,12,num,three_rule_comb9,43.0,[1 0 9],1 0 9,1,1.0
0125,0125,12,num,three_rule_comb9,44.0,[6 4 4],6 4 4,1,1.0
0125,0125,12,num,three_rule_comb9,45.0,[1 7 4],1 7 4,1,1.0
0125,0125,12,num,three_rule_comb9,46.0,[8 2 1],8 2 1,1,1.0
0125,0125,12,num,three_rule_comb9,47.0,[0 8 7],0 8 7],1,1.0
0125,0125,12,num,three_rule_comb9,48.0,[6 9 5],6 9 5,1,1.0
0125,0125,12,num,three_rule_comb9,49.0,[1 5 5],1 5 5,1,1.0
0125,0125,12,num,three_rule_comb9,50.0,[0 0 1],0 0 1,1,1.0
0125,0125,12,num,three_rule_comb9,51.0,[2 9 1],2 9 1,1,1.0
0125,0125,12,num,three_rule_comb9,52.0,[9 8 5],9 8 5,1,1.0
0125,0125,12,num,three_rule_comb9,53.0,[0 0 6],0 0 6,1,1.0
0125,0125,12,num,three_rule_comb9,54.0,[9 9 8],9 9 8,1,1.0
0125,0125,12,num,three_rule_comb9,55.0,[5 4 3],5 4 3,1,1.0
0125,0125,12,num,three_rule_comb9,56.0,[1 7 9],1 7 9,1,1.0
0125,0125,12,num,three_rule_comb9,57.0,[1 9 8],1 9 8,1,1.0
0125,0125,12,num,three_rule_comb9,58.0,[4 1 0],4 1 0,1,1.0
0125,0125,12,num,three_rule_comb9,59.0,[9 7 5],9 7 5,1,1.0
0125,0125,12,num,three_rule_comb9,60.0,[9 5 4],9 5 4,1,1.0
0125,0125,12,num,three_rule_comb9,61.0,[8 0 2],8 0 2,1,1.0
0125,0125,12,num,three_rule_comb9,62.0,[1 5 8],1 5 8,1,1.0
0125,0125,12,num,three_rule_comb9,63.0,[9 4 8],9 4 8,1,1.0
0125,0125,12,num,three_rule_comb9,64.0,[6 8 9],6 8 9,1,1.0
0125,0125,12,num,three_rule_comb9,65.0,[4 0 3],4 0 3,1,1.0
0125,0125,12,num,three_rule_comb9,66.0,[5 1 6],5 1 6,1,1.0
0125,0125,12,num,three_rule_comb9,67.0,[5 9 3],5 9 3,1,1.0
0125,0125,12,num,three_rule_comb9,68.0,[8 9 0],8 9 0,1,1.0
0125,0125,12,num,three_rule_comb9,69.0,[4 9 7],4 9 7,1,1.0
0125,0125,12,num,three_rule_comb9,70.0,[8 9 4],8 9 4,1,1.0
0125,0125,12,num,three_rule_comb9,71.0,[4 2 5],4 2 5,1,1.0
0125,0125,12,num,three_rule_comb9,72.0,[7 9 8],7 9 8,1,1.0
0125,0125,12,num,three_rule_comb9,73.0,[5 0 8],5 0 8,1,1.0
0125,0125,12,num,three_rule_comb9,74.0,[9 8 7],9 8 7,1,1.0
0125,0125,12,num,three_rule_comb9,75.0,[3 0 4],3 0 4,1,1.0
0125,0125,12,num,three_rule_comb9,76.0,[1 8 0],1 8 0,1,1.0
0125,0125,12,num,three_rule_comb9,77.0,[7 0 4],7 0 4,1,1.0
0125,0125,12,num,three_rule_comb9,78.0,[9 5 9],9 5 9,1,1.0
0125,0125,12,num,three_rule_comb9,79.0,[1 7 0],1 7 0,1,1.0
0125,0125,12,num,three_rule_comb9,80.0,[4 4 2],4 4 2,1,1.0
0125,0125,12,num,three_rule_comb9,81.0,[1 4 7],1 4 7,1,1.0
0125,0125,12,num,three_rule_comb9,82.0,[0 5 4],0 5 4,1,1.0
0125,0125,12,num,three_rule_comb9,83.0,[9 5 4],9 5 4,1,1.0
0125,0125,12,num,three_rule_comb9,84.0,[5 3 0],5 3 0,1,1.0
0125,0125,12,num,three_rule_comb9,85.0,[5 7 1],5 7 1,1,1.0
0125,0125,12,num,three_rule_comb9,86.0,[9 4 5],9 4 5,1,1.0
0125,0125,12,num,three_rule_comb9,87.0,[4 9 5],4 9 5,1,1.0
0125,0125,12,num,three_rule_comb9,88.0,[7 4 5],7 4 5,1,1.0
0125,0125,12,num,three_rule_comb9,89.0,[6 8 0],6 8 0,1,1.0
0125,0125,12,num,three_rule_comb9,90.0,[1 9 3],1 9 3,1,1.0
0125,0125,12,num,three_rule_comb9,91.0,[9 0 1],9 0 1,1,1.0
0125,0125,12,num,three_rule_comb9,92.0,[9 7 4],9 7 4,1,1.0
0125,0125,12,num,three_rule_comb9,93.0,[1 0 6],1 0 6,1,1.0
0125,0125,12,num,three_rule_comb9,94.0,[9 0 2],9 0 2,1,1.0
0125,0125,12,num,three_rule_comb9,95.0,[1 3 1],1 3 1,1,1.0
0125,0125,12,num,three_rule_comb9,96.0,[7 9 1],7 9 1,1,1.0
0125,0125,12,num,three_rule_comb9,97.0,[3 1 0],3 1 0,1,1.0
0125,0125,12,num,three_rule_comb9,98.0,[9 7 8],9 7 8,1,1.0
0125,0125,12,num,three_rule_comb9,99.0,[3 1 2],3 1 2,1,1.0
0125,0125,12,num,c3_set_union,0.0,[6 4 1 9],6 4 1 9,1,1.0
0125,0125,12,num,c3_set_union,1.0,[5 7 4 1],5 7 4 1,1,1.0
0125,0125,12,num,c3_set_union,2.0,[1 9 8 6],1 9 8 6,1,1.0
0125,0125,12,num,c3_set_union,3.0,[0 4 8 7],0 4 8 7,1,1.0
0125,0125,12,num,c3_set_union,4.0,[8 6 5 2],8 6 5 2,1,1.0
0125,0125,12,num,c3_set_union,5.0,[2 5 1 0],2 5 1 0,1,1.0
0125,0125,12,num,c3_set_union,6.0,[6 1 0 4],6 1 0 4,1,1.0
0125,0125,12,num,c3_set_union,7.0,[7 3 8 4],7 3 8 4,1,1.0
0125,0125,12,num,c3_set_union,8.0,[8 3 2 1],8 3 2 1,1,1.0
0125,0125,12,num,c3_set_union,9.0,[0 2 1 6],0 2 1 6,1,1.0
0125,0125,12,num,c3_set_union,10.0,[9 0 7 1],9 0 7 1,1,1.0
0125,0125,12,num,c3_set_union,11.0,[6 1 3 5],6 1 3 5,1,1.0
0125,0125,12,num,c3_set_union,12.0,[9 7 6 0],9 7 6 0,1,1.0
0125,0125,12,num,c3_set_union,13.0,[5 0 7 3],5 0 7 3,1,1.0
0125,0125,12,num,c3_set_union,14.0,[8 9 7 2],8 9 7 2,1,1.0
0125,0125,12,num,c3_set_union,15.0,[0 4 1 2],0 4 1 2,1,1.0
0125,0125,12,num,c3_set_union,16.0,[6 2 8 3],6 2 8 3,1,1.0
0125,0125,12,num,c3_set_union,17.0,[7 8 6 3],7 8 6 3,1,1.0
0125,0125,12,num,c3_set_union,18.0,[9 4 2 8],9 4 2 8,1,1.0
0125,0125,12,num,c3_set_union,19.0,[8 4 6 1],8 4 6 1,1,1.0
0125,0125,12,num,c3_set_union,20.0,[6 0 2 3],6 0 2 3],1,1.0
0125,0125,12,num,c3_set_union,21.0,[8 4 5 9],8 4 5 9,1,1.0
0125,0125,12,num,c3_set_union,22.0,[3 5 7 8],3 5 7 8,1,1.0
0125,0125,12,num,c3_set_union,23.0,[0 4 6 5],0 4 6 5,1,1.0
0125,0125,12,num,c3_set_union,24.0,[0 9 7 5],0 9 7 5,1,1.0
0125,0125,12,num,c3_set_union,25.0,[6 9 5 1],6 9 5 1,1,1.0
0125,0125,12,num,c3_set_union,26.0,[8 3 9 7],8 3 9 7,1,1.0
0125,0125,12,num,c3_set_union,27.0,[9 2 1 8],9 2 1 8,1,1.0
0125,0125,12,num,c3_set_union,28.0,[8 0 1 6],8 0 1 6,1,1.0
0125,0125,12,num,c3_set_union,29.0,[3 9 2 1],3 9 2 1,1,1.0
0125,0125,12,num,c3_set_union,30.0,[3 2 4 8],3 2 4 8,1,1.0
0125,0125,12,num,c3_set_union,31.0,[2 6 1 8],2 6 1 8,1,1.0
0125,0125,12,num,c3_set_union,32.0,[8 6 4 0],8 6 4 0,1,1.0
0125,0125,12,num,c3_set_union,33.0,[2 0 5 9],2 0 5 9,1,1.0
0125,0125,12,num,c3_set_union,34.0,[6 5 1 4],6 5 1 4,1,1.0
0125,0125,12,num,c3_set_union,35.0,[0 5 2 3],0 2 5 3,1,1.0
0125,0125,12,num,c3_set_union,36.0,[4 6 8 3],4 6 8 3,1,1.0
0125,0125,12,num,c3_set_union,37.0,[9 1 2 6],9 1 2 6,1,1.0
0125,0125,12,num,c3_set_union,38.0,[8 4 6 9],8 4 6 9,1,1.0
0125,0125,12,num,c3_set_union,39.0,[1 7 9 2],1 7 9 2,1,1.0
0125,0125,12,num,c3_set_union,40.0,[9 3 2 6],9 6,0,1.0
0125,0125,12,num,c3_set_union,41.0,[1 0 9 3],1 0 9 3,1,1.0
0125,0125,12,num,c3_set_union,42.0,[7 9 2 3],7 9 2 3,1,1.0
0125,0125,12,num,c3_set_union,43.0,[8 2 4 7],8 2 4 7,1,1.0
0125,0125,12,num,c3_set_union,44.0,[9 0 4 8],9 0 4 8,1,1.0
0125,0125,12,num,c3_set_union,45.0,[3 5 8 9],3 5 8 9,1,1.0
0125,0125,12,num,c3_set_union,46.0,[7 2 1 5],7 2 1 5,1,1.0
0125,0125,12,num,c3_set_union,47.0,[8 6 7 2],8 6 7 2,1,1.0
0125,0125,12,num,c3_set_union,48.0,[0 4 2 6],0 4 2 6,1,1.0
0125,0125,12,num,c3_set_union,49.0,[4 6 2 5],4 6 2 5,1,1.0
0125,0125,12,num,c3_set_union,50.0,[4 9 3 0],4 9 3 0,1,1.0
0125,0125,12,num,c3_set_union,51.0,[7 3 0 2],7 3 0 2,1,1.0
0125,0125,12,num,c3_set_union,52.0,[1 9 7 8],1 9 7 8,1,1.0
0125,0125,12,num,c3_set_union,53.0,[6 9 0 5],6 9 0 5,1,1.0
0125,0125,12,num,c3_set_union,54.0,[1 7 5 0],1 7 5 0,1,1.0
0125,0125,12,num,c3_set_union,55.0,[7 2 5 8],7 2 5 8,1,1.0
0125,0125,12,num,c3_set_union,56.0,[8 3 2 5],8 3 2 5,1,1.0
0125,0125,12,num,c3_set_union,57.0,[0 5 2 6],0 5 2 6,1,1.0
0125,0125,12,num,c3_set_union,58.0,[7 4 5 0],7 4 5 0,1,1.0
0125,0125,12,num,c3_set_union,59.0,[7 8 5 6],7 8 5 6,1,1.0
0125,0125,12,num,c3_set_union,60.0,[2 1 5 9],2 1 5 9,1,1.0
0125,0125,12,num,c3_set_union,61.0,[0 5 2 4],0 2 5 4,1,1.0
0125,0125,12,num,c3_set_union,62.0,[9 0 5 3],9 0 5 3,1,1.0
0125,0125,12,num,c3_set_union,63.0,[6 7 5 3],6 7 5 3,1,1.0
0125,0125,12,num,c3_set_union,64.0,[1 3 9 6],1 3 9 6,1,1.0
0125,0125,12,num,c3_set_union,65.0,[8 1 7 0],8 1 7 0,1,1.0
0125,0125,12,num,c3_set_union,66.0,[5 1 9 7],5 1 9 7],1,1.0
0125,0125,12,num,c3_set_union,67.0,[4 9 2 0],4 9 2 0,1,1.0
0125,0125,12,num,c3_set_union,68.0,[5 0 8 9],5 0 8 9,1,1.0
0125,0125,12,num,c3_set_union,69.0,[8 1 9 5],8 1 9 5,1,1.0
0125,0125,12,num,c3_set_union,70.0,[7 4 6 2],7 4 6 2,1,1.0
0125,0125,12,num,c3_set_union,71.0,[8 6 1 5],8 6 1 5,1,1.0
0125,0125,12,num,c3_set_union,72.0,[4 3 8 0],4 3 8 0,1,1.0
0125,0125,12,num,c3_set_union,73.0,[5 1 9 4],5 1 9 4,1,1.0
0125,0125,12,num,c3_set_union,74.0,[2 3 7 8],2 3 7 8,1,1.0
0125,0125,12,num,c3_set_union,75.0,[9 8 5 2],9 8 5 2,1,1.0
0125,0125,12,num,c3_set_union,76.0,[0 7 8 9],0 7 8 9,1,1.0
0125,0125,12,num,c3_set_union,77.0,[8 6 3 0],8 6 3 0,1,1.0
0125,0125,12,num,c3_set_union,78.0,[1 3 6 7],1 3 6 7,1,1.0
0125,0125,12,num,c3_set_union,79.0,[4 9 2 5],4 9 2 5,1,1.0
0125,0125,12,num,c3_set_union,80.0,[4 8 1 9],4 1 8 9,1,1.0
0125,0125,12,num,c3_set_union,81.0,[3 1 2 7],3 1 2 7,1,1.0
0125,0125,12,num,c3_set_union,82.0,[8 0 1 5],8 0 1 5,1,1.0
0125,0125,12,num,c3_set_union,83.0,[7 4 9 2],7 4 9 2,1,1.0
0125,0125,12,num,c3_set_union,84.0,[3 8 5 1],3 8 5 1,1,1.0
0125,0125,12,num,c3_set_union,85.0,[3 9 4 8],3 9 4 8,1,1.0
0125,0125,12,num,c3_set_union,86.0,[2 3 0 8],2 3 0 8,1,1.0
0125,0125,12,num,c3_set_union,87.0,[4 3 2 6],4 3 2 6,1,1.0
0125,0125,12,num,c3_set_union,88.0,[0 3 1 4],0 3 1 4,1,1.0
0125,0125,12,num,c3_set_union,89.0,[3 4 7 9],3 4 7 9,1,1.0
0125,0125,12,num,c3_set_union,90.0,[5 7 2 4],5 7 2 4,1,1.0
0125,0125,12,num,c3_set_union,91.0,[1 9 0 4],1 9 0 4,1,1.0
0125,0125,12,num,c3_set_union,92.0,[3 5 1 0],3 5 1 0,1,1.0
0125,0125,12,num,c3_set_union,93.0,[8 4 1 7],8 4 1 7,1,1.0
0125,0125,12,num,c3_set_union,94.0,[8 5 9 7],8 5 9 7,1,1.0
0125,0125,12,num,c3_set_union,95.0,[4 9 5 0],4 9 5 0,1,1.0
0125,0125,12,num,c3_set_union,96.0,[6 0 2 8],6 0 2 8,1,1.0
0125,0125,12,num,c3_set_union,97.0,[1 0 3 2],1 0 3 2,1,1.0
0125,0125,12,num,c3_set_union,98.0,[8 9 2 3],8 9 2 3,1,1.0
0125,0125,12,num,c3_set_union,99.0,[3 4 5 2],3 4 5 2,1,1.0
0125,0125,12,num,c1_set_union,0.0,[4],4,1,1.0
0125,0125,12,num,c1_set_union,1.0,[4],4],1,1.0
0125,0125,12,num,c1_set_union,2.0,[1],1,1,1.0
0125,0125,12,num,c1_set_union,3.0,[9],9,1,1.0
0125,0125,12,num,c1_set_union,4.0,[7],7],1,1.0
0125,0125,12,num,c1_set_union,5.0,[6],6],1,1.0
0125,0125,12,num,c1_set_union,6.0,[5],5],1,1.0
0125,0125,12,num,c1_set_union,7.0,[0],0,1,1.0
0125,0125,12,num,c1_set_union,8.0,[9],9,1,1.0
0125,0125,12,num,c1_set_union,9.0,[9],9,1,1.0
0125,0125,12,num,c1_set_union,10.0,[8],8],1,1.0
0125,0125,12,num,c1_set_union,11.0,[2],2],1,1.0
0125,0125,12,num,c1_set_union,12.0,[4],4],1,1.0
0125,0125,12,num,c1_set_union,13.0,[5],5],1,1.0
0125,0125,12,num,c1_set_union,14.0,[2],2],1,1.0
0125,0125,12,num,c1_set_union,15.0,[5],5,1,1.0
0125,0125,12,num,c1_set_union,16.0,[8],8],1,1.0
0125,0125,12,num,c1_set_union,17.0,[7],7],1,1.0
0125,0125,12,num,c1_set_union,18.0,[8],8,1,1.0
0125,0125,12,num,c1_set_union,19.0,[4],4],1,1.0
0125,0125,12,num,c1_set_union,20.0,[8],8,1,1.0
0125,0125,12,num,c1_set_union,21.0,[6],6,1,1.0
0125,0125,12,num,c1_set_union,22.0,[6],6],1,1.0
0125,0125,12,num,c1_set_union,23.0,[8],8],1,1.0
0125,0125,12,num,c1_set_union,24.0,[1],1,1,1.0
